bond_code,bond_name,putback_start,putback_end,convert_start,convert_end,value_date,expire_date,bond_period,hist_adj_count
117056,16飞投E4,2017-11-23,2019-11-22,2017-05-24,2019-11-20,2016-11-23,2019-11-23,3,0
117057,16宜华E1,2019-06-03,2019-08-19,2017-05-31,2019-11-27,2016-11-30,2019-08-20,2.7205,0
117058,16中基E1,2018-08-30,2018-11-27,2018-02-08,2018-11-27,2016-11-28,2018-11-28,2,2
117059,16中超E1,2017-08-29,2017-11-28,2017-06-02,2017-11-24,2016-11-29,2017-11-29,1,0
117060,16本钢E4,2017-12-05,2019-12-04,2017-06-06,2019-12-04,2016-12-05,2019-12-05,3,0
117061,16宏氏E1,2019-12-09,2018-09-13,2017-06-09,2018-09-13,2016-12-09,2018-09-14,1.7644,1
117062,16彩虹E1,2017-12-16,2018-07-19,2017-08-18,2018-07-20,2016-12-16,2018-07-20,1.5918,1
117063,16神雾E1,2018-12-15,2019-12-14,2017-06-15,2019-12-11,2016-12-15,2019-12-15,3,2
117064,16中基E2,2019-09-22,2019-12-20,2019-01-29,2019-12-18,2016-12-21,2019-12-21,3,9
117065,16苏协E3,2017-06-22,2019-04-24,2017-06-22,2019-04-25,2016-12-19,2019-04-25,2.3479,1
117066,16银河E1,2019-06-27,2018-07-23,2017-06-29,2018-07-24,2016-12-27,2018-07-24,1.5726,2
117067,16宏氏E2,2019-12-26,2019-12-25,2017-06-26,2019-12-23,2016-12-26,2019-12-26,3,2
117068,17亿纬E1,,2017-08-08,2017-07-17,2017-08-09,2017-01-12,2017-08-09,0.5726,0
117069,17同路E1,2019-07-13,2019-11-14,2017-07-13,2019-11-15,2017-01-13,2019-11-15,2.8384,1
117070,17金龙E1,2019-01-24,2020-01-23,2017-07-24,2020-01-21,2017-01-24,2020-01-24,3,3
117071,17裕人E1,2018-01-20,2020-01-19,2017-07-21,2020-01-15,2017-01-20,2020-01-20,3,2
117072,17永强E1,2019-01-25,2019-01-24,2017-07-26,2020-01-22,2017-01-25,2019-01-25,2,1
117073,17佳船E1,2018-06-24,2018-12-25,2017-08-24,2018-12-26,2017-02-24,2018-12-26,1.8356,3
117074,17富煌E1,2019-11-24,2020-02-23,2018-02-22,2020-02-19,2017-02-24,2020-02-24,3,1
117075,17澳洋E1,2019-03-07,2020-03-06,2017-09-07,2020-03-04,2017-03-07,2020-03-07,3,6
117076,17东港E1,2019-09-15,2020-03-14,2017-11-15,2020-03-11,2017-03-15,2020-03-15,3,1
117077,17华天E1,2019-09-22,2020-01-22,2017-09-25,2020-01-22,2017-03-22,2020-01-23,2.8411,0
117078,17金龙E2,2019-03-22,2020-03-21,2017-09-22,2020-03-18,2017-03-22,2020-03-22,3,3
117079,17鹰高E1,2018-12-27,2019-02-12,2018-10-08,2019-03-22,2017-03-27,2019-02-13,1.8849,2
117080,17金龙E3,2019-04-18,2020-04-17,2017-10-18,2020-04-15,2017-04-18,2020-04-18,3,2
117081,15名轩E2,2017-07-26,2017-10-25,2017-09-27,2017-10-23,2015-10-26,2017-10-26,2,2
117082,17金河E1,2019-04-28,2020-04-27,2018-05-04,2020-04-23,2017-04-28,2020-04-28,3,0
117083,17首钢E1,2020-01-28,2020-04-27,2017-10-30,2020-04-07,2017-04-28,2020-04-28,3,0
117084,17天壕E1,2020-01-28,2020-04-27,2017-10-30,2020-04-23,2017-04-28,2020-04-28,3,0
117085,17永福E1,,2019-04-26,2017-10-30,2019-04-24,2017-04-27,2019-04-27,2,1
117086,17万丰E1,2019-05-05,2020-05-04,2017-11-06,2020-04-29,2017-05-05,2020-05-05,3,0
117087,17宝德E1,2018-05-11,2020-05-10,2017-11-13,2020-05-06,2017-05-11,2020-05-11,3,3
117088,17宝德E2,2018-05-24,2020-05-23,2017-11-27,2020-05-22,2017-05-24,2020-05-24,3,1
117089,17天壕E2,2020-03-29,2020-06-28,2018-01-02,2020-06-24,2017-06-29,2020-06-29,3,0
117090,17先导E1,2019-08-18,2019-03-12,2018-06-04,2019-03-13,2017-08-18,2019-03-13,1.5671,2
117091,17万丰E2,2019-08-22,2020-08-12,2018-02-23,2020-08-13,2017-08-22,2020-08-13,2.9781,2
117092,17国轩E1,2020-02-29,2020-05-11,2018-08-31,2020-08-26,2017-08-31,2020-05-12,2.6986,1
117093,17国轩E2,2017-08-31,2020-05-13,2018-08-31,2020-05-14,2017-08-31,2020-05-14,2.7041,1
117094,17首钢E2,2020-06-06,2020-09-05,2018-03-08,2020-08-17,2017-09-06,2020-09-06,3,0
117095,17章控E1,2019-09-25,2020-09-24,2018-03-26,2020-09-21,2017-09-25,2020-09-25,3,1
117096,17金龙E4,2019-09-18,2020-09-17,2018-03-19,2020-09-15,2017-09-18,2020-09-18,3,2
117097,17三花EB,2020-03-25,2020-01-22,2018-09-26,2020-01-22,2017-09-25,2020-01-23,2.3288,0
117098,17克明EB,2018-03-26,2019-09-15,2018-03-26,2019-09-16,2017-09-25,2019-09-16,1.9753,3
117099,17宝德E3,,2018-07-16,2018-03-30,2018-09-26,2017-09-29,2018-07-17,0.7973,0
117100,17硕控EB,2020-03-28,2019-02-21,2018-03-30,2019-02-22,2017-09-28,2019-02-22,1.4027,2
117101,17浪潮E1,2017-10-18,2020-03-31,2018-04-18,2020-10-14,2017-10-18,2020-04-01,2.4548,0
117102,17歌尔EB,2020-04-18,2020-03-24,2018-04-18,2020-03-24,2017-10-18,2020-03-25,2.4356,1
117103,蓝天转S1,2018-04-16,2020-10-15,2018-04-16,2020-10-15,2017-10-16,2020-10-16,3,0
117104,17同正EB,2020-07-27,2020-03-12,2019-03-01,2020-10-22,2017-10-27,2020-03-13,2.3781,1
117105,17国轩E3,2020-04-26,2020-06-01,2018-10-26,2020-10-21,2017-10-26,2020-06-02,2.6027,1
117106,17国轩E4,2020-04-26,2020-06-01,2018-10-26,2020-10-21,2017-10-26,2020-06-02,2.6027,1
117107,17龙跃E2,2020-06-06,2020-12-05,2018-06-11,2020-12-02,2017-12-06,2020-12-06,3,1
117108,17龙跃E1,2020-06-06,2020-12-05,2020-04-27,2020-12-02,2017-12-06,2020-12-06,3,1
117109,17华熙E1,2023-09-07,2020-07-07,2019-05-13,2023-12-04,2017-12-07,2020-07-08,2.5863,1
117110,17船材EB,2020-06-13,2018-08-01,2018-06-19,2018-08-02,2017-12-13,2018-08-02,0.6356,0
117111,17华重E1,2018-06-21,2020-12-19,2018-06-21,2020-12-16,2017-12-20,2020-12-20,3,1
117112,15赛纳E1,2016-03-18,2018-02-01,2018-02-01,2018-02-12,2015-02-17,2018-02-02,2.9616,0
117113,15赛纳E2,2016-04-10,2018-11-15,2018-11-12,2019-04-08,2015-04-10,2018-11-16,3.6055,0
117114,18金卡E1,2019-08-09,2019-03-21,2018-08-16,2019-03-22,2018-02-09,2019-03-22,1.1096,2
117115,18郑公EB,2020-04-20,2021-04-19,2018-10-23,2021-04-15,2018-04-20,2021-04-20,3,0
117116,18中鼎E1,2021-01-27,2020-04-02,2018-11-27,2020-04-03,2018-04-27,2020-04-03,1.937,3
117117,15科投EB,2015-07-17,2018-07-03,2018-06-13,2018-07-12,2015-07-17,2018-07-04,2.9671,1
117118,18大族EB,2021-02-25,2021-08-23,2019-02-26,2021-08-19,2018-08-24,2021-08-24,3,0
117119,18太控EB,2021-06-02,2019-05-13,2019-03-04,2019-05-14,2018-08-31,2019-05-14,0.7014,0
117120,20鸿达E1,2020-08-12,2021-02-07,2020-10-19,2023-04-14,2020-04-17,2021-02-08,0.8137,1
117121,18中泰E1,2019-09-28,2019-06-12,2019-03-29,2019-06-13,2018-09-28,2019-06-13,0.7068,0
117122,18胜华E1,2020-06-28,2020-04-21,2019-09-09,2020-09-23,2018-09-28,2020-04-22,1.5671,0
117123,18美盛E1,2021-08-13,2019-10-24,2019-05-15,2019-11-04,2018-11-13,2019-10-25,0.9479,0
117124,18德锐E1,2021-05-14,2019-05-23,2019-05-15,2021-10-18,2018-11-14,2019-05-24,0.5233,0
117125,19招商EB,2021-09-13,2022-03-12,2019-09-16,2022-03-09,2019-03-13,2022-03-13,3,0
117126,19赛纳E1,,2020-03-12,2019-09-23,2020-03-19,2019-03-22,2020-03-13,0.9781,0
117127,19大族EB,2021-09-28,2022-03-27,2019-09-30,2022-03-25,2019-03-28,2022-03-28,3,0
117128,19科投EB,2021-09-28,2020-01-22,2019-09-30,2022-03-25,2019-03-28,2020-01-23,0.8247,1
117129,19赛纳E2,,2020-03-26,2019-10-08,2020-03-26,2019-03-28,2020-03-27,1,0
117130,19蓝思EB,2021-10-08,2019-12-03,2019-10-09,2019-12-03,2019-04-08,2019-12-04,0.6575,0
117131,19孚日EB,,2020-08-30,2019-10-15,2022-04-14,2019-04-15,2020-08-31,1.3808,0
117132,19京源E1,2021-10-26,2022-04-25,2019-10-28,2022-04-25,2019-04-26,2022-04-26,3,0
117133,19海亮E1,2022-01-26,2022-04-25,2019-10-28,2022-04-25,2019-04-26,2022-04-26,3,1
117134,19德锐E1,2021-11-17,2020-01-02,2019-11-21,2022-04-15,2019-05-17,2020-01-03,0.6329,0
117135,19海亮E2,2022-02-28,2021-10-21,2019-11-29,2022-05-27,2019-05-28,2021-10-22,2.4055,3
117136,19冀中E1,2021-01-11,2021-03-30,2020-01-13,2021-07-09,2019-07-11,2021-03-31,1.7233,0
117137,19蓝帆E1,2021-12-19,2022-05-31,2019-12-20,2022-05-31,2019-06-19,2022-06-01,2.9534,1
117138,19唐人EB,2022-04-11,2020-08-17,2020-01-13,2020-08-17,2019-07-10,2020-08-18,1.1096,1
117139,19欣导E1,,2020-02-03,2020-01-20,2020-07-15,2019-07-18,2020-02-04,0.5507,0
117140,19鸿达E1,2022-01-25,2021-01-14,2020-02-03,2021-01-15,2019-07-24,2021-01-15,1.4822,3
117141,19欣导E2,2021-08-09,2020-02-10,2020-02-10,2022-08-08,2019-08-09,2020-02-11,0.5096,0
117142,19奥华E1,2020-08-12,2022-08-11,2020-08-12,2022-08-11,2019-08-12,2022-08-12,3,0
117143,19派雷E1,2022-02-23,2020-06-11,2020-02-24,2020-06-12,2019-08-22,2020-06-12,0.8082,0
117144,19冀中E2,2022-03-16,2021-09-15,2020-03-17,2022-09-15,2019-09-16,2021-09-16,2,0
117145,19原龙E1,2020-03-09,2021-09-05,2020-03-09,2021-09-03,2019-09-06,2021-09-06,2,0
117146,19原龙E2,2019-09-06,2022-05-19,2020-03-09,2022-09-05,2019-09-06,2022-05-20,2.7041,1
117147,19原龙E3,2020-03-25,2022-09-23,2020-03-25,2022-09-23,2019-09-24,2022-09-24,3,0
117148,19奥华E2,2022-03-27,2022-09-26,2020-09-28,2022-09-27,2019-09-27,2022-09-27,3,0
117149,19华泰EB,2022-08-10,2020-04-13,2020-04-10,2020-04-14,2019-10-10,2020-04-14,0.5123,0
117150,19原龙E4,,2020-09-13,2020-04-24,2022-10-21,2019-10-23,2020-09-14,0.8959,0
117151,19完美EB,2022-04-29,2020-05-12,2020-04-30,2022-10-29,2019-10-29,2020-05-13,0.5397,0
117152,19荣盛E1,2022-09-02,2022-11-28,2020-06-03,2022-12-01,2019-12-02,2022-11-29,2.9945,2
117153,19原龙E5,,2020-07-12,2020-06-03,2022-12-01,2019-12-02,2020-07-13,0.6137,0
117154,19中际EB,2022-09-20,2020-07-06,2020-06-22,2022-12-19,2019-12-20,2020-07-07,0.5479,0
117155,19中电E2,2021-12-25,2020-07-27,2020-06-29,2020-07-27,2019-12-25,2020-07-28,0.5918,0
117156,20光线E1,2022-07-17,2023-01-16,2020-07-20,2023-01-16,2020-01-17,2023-01-17,3,1
117157,20国新E1,,2021-09-27,2020-07-21,2021-09-27,2020-01-20,2021-09-28,1.6904,1
117158,20新鹭E1,2020-07-22,2023-01-20,2020-07-22,2023-01-20,2020-01-21,2023-01-21,3,2
117159,20中泰E1,2021-10-10,2021-06-17,2020-10-09,2021-06-17,2020-03-30,2021-06-18,1.2192,0
117160,20中兵EB,,2021-08-31,2020-11-23,2023-05-19,2020-05-21,2021-09-01,1.2795,0
117161,20新风EB,2022-11-25,2021-10-19,2020-11-26,2021-10-20,2020-05-25,2021-10-20,1.4055,0
117162,20运达EB,2021-05-26,2023-05-25,2020-11-27,2023-05-25,2020-05-26,2023-05-26,3,5
117163,20招广EB,2022-11-29,2023-05-28,2021-05-31,2023-05-26,2020-05-29,2023-05-29,3,0
117164,20蓝帆E1,2023-12-15,2023-06-14,2020-12-16,2023-06-14,2020-06-15,2023-06-15,3,2
117165,20船材EB,2022-12-16,2023-06-15,2020-12-17,2023-06-15,2020-06-16,2023-06-16,3,0
117166,20光线E2,2023-01-16,2023-04-23,2021-01-18,2023-04-24,2020-07-16,2023-04-24,2.7726,2
117167,20盈峰EB,2022-01-20,2022-07-19,2021-01-21,2022-07-19,2020-07-20,2022-07-20,2,0
117168,20三花EB,2023-04-24,2023-07-20,2021-01-25,2023-07-21,2020-07-24,2023-07-21,2.9918,0
117169,20烽火E1,2023-01-30,2023-04-06,2021-02-01,2023-04-07,2020-07-30,2023-04-07,2.6877,0
117170,20原龙E1,2023-05-05,2023-01-17,2021-02-08,2023-01-18,2020-08-05,2023-01-18,2.4548,1
117171,20楚江E1,2023-02-18,2023-08-01,2021-02-19,2023-08-02,2020-08-18,2023-08-02,2.9562,2
117172,20太控E1,2023-06-11,2025-11-23,2021-03-09,2025-11-24,2020-09-08,2025-11-24,5.2137,4
117173,20金财E1,2023-07-05,2024-01-04,2021-07-06,2024-01-04,2021-01-05,2024-01-05,3,0
117174,20浪潮E1,2021-09-28,2023-09-27,2021-03-29,2023-09-27,2020-09-28,2023-09-28,3,0
117175,20浪潮E2,2021-10-22,2023-10-21,2021-04-23,2023-10-20,2020-10-22,2023-10-22,3,0
117176,20奥城EB,2023-04-28,2022-08-08,2021-04-29,2023-10-27,2020-10-28,2022-08-09,1.7808,0
117177,20黑猫EB,2021-11-02,2021-08-30,2021-05-06,2021-08-31,2020-11-02,2021-08-31,0.8274,0
117178,20中兵E2,,2021-08-31,2021-06-07,2023-12-01,2020-12-04,2021-09-01,0.7425,0
117179,20中希E1,2023-06-25,2023-03-02,2021-06-28,2023-03-03,2020-12-25,2023-03-03,2.1863,0
117180,21天壕E1,2023-07-27,2021-11-15,2021-07-29,2021-11-16,2021-01-27,2021-11-16,0.8027,0
117181,21鲁银EB,2023-08-05,2024-02-04,2021-08-06,2024-02-02,2021-02-05,2024-02-05,3,0
117182,21万泽E1,2022-02-22,2021-10-18,2021-08-23,2021-10-18,2021-02-22,2021-10-19,0.6548,0
117184,21歌尔EB,2023-10-09,2022-01-12,2021-10-11,2022-01-13,2021-04-09,2022-01-13,0.7644,0
117185,21恒集E1,2023-01-12,2023-04-11,2021-10-12,2023-04-11,2021-04-12,2023-04-12,2,0
117186,21许继EB,2022-11-18,2022-02-27,2021-11-19,2022-02-28,2021-05-18,2022-02-28,0.7836,0
117187,21华强E1,2023-05-11,2023-06-14,2022-02-14,2023-06-14,2021-08-11,2023-06-15,1.8438,0
117188,21天壕E2,2024-03-01,2022-07-03,2022-03-01,2022-07-04,2021-08-30,2022-07-04,0.8438,0
117189,21华强E2,2023-06-22,2023-07-16,2022-03-23,2023-07-14,2021-09-22,2023-07-17,1.8164,0
117190,21电投E1,2021-11-22,2024-11-07,2022-05-23,2024-11-07,2021-11-22,2024-11-08,2.9644,0
117191,21明德EB,2022-11-23,2024-11-22,2022-05-24,2024-11-18,2021-11-23,2024-11-23,3,0
117192,21甘电E1,2024-05-24,2024-11-19,2022-05-25,2024-11-22,2021-11-24,2024-11-20,2.9918,0
117193,21盛EB01,2025-05-31,2024-11-26,2022-06-02,2024-11-27,2021-12-01,2024-11-27,2.9918,2
117194,21湘金EB,2024-06-17,2024-05-22,2022-06-20,2024-05-23,2021-12-17,2024-05-23,2.4329,0
117195,21船材EB,2024-06-22,2024-12-21,2022-06-23,2024-12-20,2021-12-22,2024-12-22,3,0
117196,22开山EB,2025-01-07,2025-07-06,2023-01-09,2025-07-04,2022-07-07,2025-07-07,3,0
117197,22盛EB01,2025-01-25,2025-07-24,2023-01-30,2025-07-24,2022-07-25,2025-07-25,3,5
117198,22泽EB01,2025-05-24,2025-02-18,2023-05-25,2025-02-19,2022-11-24,2025-02-19,2.2411,7
117199,22泽EB02,2022-11-24,2025-07-22,2023-05-25,2025-07-22,2022-11-24,2025-07-23,2.663,1
117200,22船材EB,2025-06-05,2025-12-04,2023-06-06,2025-12-04,2022-12-05,2025-12-05,3,0
117201,22中希E1,2025-06-05,2023-11-20,2023-06-06,2023-11-21,2022-12-05,2023-11-21,0.9616,0
117202,22泽EB03,2025-06-21,2025-03-06,2023-06-26,2025-03-07,2022-12-21,2025-03-07,2.211,3
117203,22泽EB04,2022-12-21,2025-07-22,2023-06-26,2025-07-22,2022-12-21,2025-07-23,2.589,0
117204,23奥城EB,2025-09-23,2026-03-22,2023-09-25,2026-03-20,2023-03-23,2026-03-23,3,1
117205,23希望E1,2025-03-22,2026-03-21,2023-10-09,2026-03-20,2023-03-22,2026-03-22,3,1
117206,23绿能EB,2023-04-27,2025-09-16,2024-02-19,2025-09-17,2023-04-27,2025-09-17,2.3945,0
117207,23华强E1,2025-03-18,2025-06-15,2023-12-18,2025-06-13,2023-06-16,2025-06-16,2,0
117208,23焦煤EB,2026-01-27,2026-07-26,2024-01-29,2026-07-24,2023-07-27,2026-07-27,3,0
117209,23重工EB,2026-01-28,2025-03-27,2024-01-29,2025-03-28,2023-07-28,2025-03-28,1.6685,0
117210,23建安E1,2026-02-28,2026-08-30,2024-03-01,2026-08-28,2023-08-31,2026-08-31,3,0
117211,23云资E1,,2024-11-11,2024-03-25,2024-11-12,2023-09-22,2024-11-12,1.1425,0
117212,23京源EB,2026-04-23,2026-10-22,2024-04-24,2026-10-22,2023-10-23,2026-10-23,3,1
117213,23新乳EB,2026-05-14,2025-06-12,2024-05-14,2025-06-13,2023-11-14,2025-06-13,1.5808,0
117214,23万泽EB01,2026-05-24,2025-03-09,2024-05-27,2025-03-10,2023-11-24,2025-03-10,1.2904,3
117215,23万泽EB02,2023-11-24,2026-02-09,2024-05-27,2026-02-10,2023-11-24,2026-02-10,2.2164,0
117216,23航发EB,2026-05-30,2026-11-29,2024-05-31,2026-11-27,2023-11-30,2026-11-30,3,0
117217,23华强E2,2025-09-22,2025-12-21,2024-06-24,2025-12-19,2023-12-22,2025-12-22,2,0
117218,23泽EB03,2026-06-29,2025-02-26,2024-07-01,2025-02-27,2023-12-29,2025-02-27,1.1671,2
117219,24船材EB,2026-07-10,2027-01-09,2024-07-11,2027-01-08,2024-01-10,2027-01-10,3,0
117220,24云资E1,,2024-10-28,2024-09-23,2024-10-29,2024-03-22,2024-10-29,0.6055,0
117221,24恒健EB,2025-04-25,2027-04-24,2024-10-28,2027-04-23,2024-04-25,2027-04-25,3,0
117222,24广州数字科技EB,2026-10-26,2027-04-25,2024-10-28,2027-04-23,2024-04-26,2027-04-26,3,0
117223,24明德EB,2025-05-23,2027-05-22,2024-11-25,2027-05-17,2024-05-23,2027-05-23,3,0
117224,24宏博EB,,2025-03-06,2025-01-02,2025-03-07,2024-07-01,2025-03-07,0.6822,1
117225,24锦隆EB01,2027-06-02,2025-11-17,2025-06-03,2025-11-17,2024-12-02,2025-11-18,0.9616,0
117226,24锦隆EB02,2027-06-27,2025-11-17,2025-06-30,2025-11-17,2024-12-27,2025-11-18,0.8932,0
117227,25华邦EB,2027-10-22,2025-12-03,2025-10-23,2025-12-04,2025-04-22,2025-12-04,0.6192,0
117228,25万泽KEB1,2027-11-21,2025-12-15,2025-11-24,2025-12-16,2025-05-21,2025-12-16,0.5726,0
117229,25万泽KEB2,,2026-02-02,2025-11-24,2026-02-03,2025-05-21,2026-02-03,0.7068,0
117230,25云化KEB,2026-06-09,2028-06-08,2025-12-10,2028-06-08,2025-06-09,2028-06-09,3,0
117231,25华强E1,2028-03-11,2028-06-10,2025-12-12,2028-06-09,2025-06-11,2028-06-11,3,0
117232,25华强E2,2028-03-17,2028-06-16,2025-12-18,2028-06-16,2025-06-17,2028-06-17,3,0
117233,25众兴EB01,2027-12-30,2028-06-29,2025-12-31,2028-06-29,2025-06-30,2028-06-30,3,0
117234,25万泽KEB3,,2026-02-05,2026-01-12,2026-02-06,2025-07-10,2026-02-06,0.5781,0
117235,25万泽KEB4,,2026-02-05,2026-01-12,2026-02-06,2025-07-10,2026-02-06,0.5781,0
117236,25顺控KEB1,2026-07-18,2028-07-17,2026-01-19,2028-07-17,2025-07-18,2028-07-18,3,0
117237,25万安EB,2026-07-25,2028-07-24,2026-01-26,2028-07-24,2025-07-25,2028-07-25,3,0
117238,25霍煤EB,2029-08-28,2031-08-27,2026-03-02,2031-08-27,2025-08-28,2031-08-28,6,0
117239,25紫金E1,2026-09-11,2028-09-10,2026-03-12,2028-09-08,2025-09-11,2028-09-11,3,0
117240,25粤能源EB,2028-04-10,2028-10-09,2026-04-13,2028-10-09,2025-10-10,2028-10-10,3,0
117241,25新华都EB01,2028-07-22,2028-10-21,2026-04-23,2028-10-20,2025-10-22,2028-10-22,3,0
117242,25成大E1,2028-05-04,2028-11-03,2026-05-05,2028-11-03,2025-11-04,2028-11-04,3,0
117243,25众兴EB02,2028-05-24,2028-11-23,2026-05-25,2028-11-23,2025-11-24,2028-11-24,3,0
117244,25顺控KEB2,2026-11-25,2028-11-24,2026-05-26,2028-11-24,2025-11-25,2028-11-25,3,0
117245,25华强E3,2028-09-16,2028-12-15,2026-06-17,2028-12-15,2025-12-16,2028-12-16,3,0
117246,25盛虹EB,2028-06-22,2028-12-21,2026-06-23,2028-12-21,2025-12-22,2028-12-22,3,0
117247,25成大E2,2028-06-29,2028-12-28,2026-06-30,2028-12-28,2025-12-29,2028-12-29,3,0
117248,26盈峰EB,2028-07-14,2029-01-13,2026-07-15,2029-01-12,2026-01-14,2029-01-14,3,0
117249,26希望KEB1,2030-07-22,2031-01-21,2026-07-22,2031-01-21,2026-01-22,2031-01-22,5,0
117250,26国泰E1,2028-07-23,2029-01-22,2026-07-24,2029-01-22,2026-01-23,2029-01-23,3,0
117251,26顺控KEB1,2027-01-29,2029-01-28,2026-07-30,2029-01-26,2026-01-29,2029-01-29,3,0
117252,26九洲KEB1,2028-09-04,2029-03-03,2026-09-07,2029-03-02,2026-03-04,2029-03-04,3,0
117253,26华邦EB,2027-03-24,2029-03-23,2026-09-28,2029-03-23,2026-03-24,2029-03-24,3,0
118000,嘉元转债,2025-02-23,2026-04-01,2021-09-01,2026-04-01,2021-02-23,2026-04-02,5.1068,2
118001,金博转债,2025-07-23,2022-09-25,2022-02-07,2022-09-23,2021-07-23,2022-09-26,1.1781,0
118002,天合转债,2025-08-13,2022-04-12,2022-02-21,2022-04-12,2021-08-13,2022-04-13,0.6658,0
118003,华兴转债,2025-11-29,2027-11-28,2022-06-06,2027-11-28,2021-11-29,2027-11-29,6,2
118004,博瑞转债,2026-01-04,2028-01-03,2022-07-11,2028-01-03,2022-01-04,2028-01-04,6,0
118005,天奈转债,2026-01-27,2028-01-26,2022-08-09,2028-01-26,2022-01-27,2028-01-27,6,0
118006,阿拉转债,2026-03-15,2028-03-14,2022-09-21,2028-03-14,2022-03-15,2028-03-15,6,2
118007,山石转债,2026-03-22,2028-03-21,2022-09-28,2028-03-21,2022-03-22,2028-03-22,6,1
118008,海优转债,2026-06-23,2026-04-06,2022-12-29,2026-04-03,2022-06-23,2026-04-07,3.7918,3
118009,华锐转债,2026-06-24,2026-02-02,2022-12-30,2026-02-02,2022-06-24,2026-02-03,3.6164,0
118010,洁特转债,2026-06-28,2028-06-27,2023-01-04,2028-06-27,2022-06-28,2028-06-28,6,0
118011,银微转债,2026-07-04,2028-07-03,2023-01-09,2028-07-03,2022-07-04,2028-07-04,6,0
118012,微芯转债,2026-07-05,2028-07-04,2023-01-11,2028-07-04,2022-07-05,2028-07-05,6,0
118013,道通转债,2026-07-08,2028-07-07,2023-01-16,2028-07-07,2022-07-08,2028-07-08,6,0
118014,高测转债,2026-07-18,2025-09-08,2023-01-30,2025-09-08,2022-07-18,2025-09-09,3.1479,1
118015,芯海转债,2026-07-21,2028-07-20,2023-01-30,2028-07-20,2022-07-21,2028-07-21,6,0
118016,京源转债,2026-08-05,2028-08-04,2023-02-13,2028-08-04,2022-08-05,2028-08-05,6,0
118017,深科转债,2026-08-08,2024-01-09,2023-02-13,2024-01-09,2022-08-08,2024-01-10,1.4247,0
118018,瑞科转债,2026-08-18,2028-08-17,2023-02-24,2028-08-17,2022-08-18,2028-08-18,6,0
118019,金盘转债,2026-09-16,2024-05-27,2023-03-22,2024-05-27,2022-09-16,2024-05-28,1.6986,0
118020,芳源转债,2026-09-23,2028-09-22,2023-03-29,2028-09-22,2022-09-23,2028-09-23,6,1
118021,新致转债,2026-09-27,2026-03-24,2023-04-10,2026-03-24,2022-09-27,2026-03-25,3.4932,0
118022,锂科转债,2026-10-11,2028-10-10,2023-04-17,2028-10-10,2022-10-11,2028-10-11,6,0
118023,广大转债,2026-10-13,2025-08-24,2023-04-19,2025-08-22,2022-10-13,2025-08-25,2.8685,1
118024,冠宇转债,2026-10-24,2028-10-23,2023-04-28,2028-10-23,2022-10-24,2028-10-24,6,0
118025,奕瑞转债,2026-10-24,2028-10-23,2023-04-28,2028-10-23,2022-10-24,2028-10-24,6,1
118026,利元转债,2026-10-24,2024-12-30,2023-04-28,2024-12-30,2022-10-24,2024-12-31,2.189,3
118027,宏图转债,2026-11-28,2028-11-27,2023-06-02,2028-11-27,2022-11-28,2028-11-28,6,2
118028,会通转债,2026-12-06,2025-07-24,2023-06-12,2025-07-24,2022-12-06,2025-07-25,2.6356,0
118029,富淼转债,2026-12-15,2026-02-05,2023-06-21,2026-02-05,2022-12-15,2026-02-06,3.1479,1
118030,睿创转债,2026-12-30,2028-12-29,2023-07-06,2028-12-29,2022-12-30,2028-12-30,6,0
118031,天23转债,2027-02-13,2029-02-12,2023-08-17,2029-02-12,2023-02-13,2029-02-13,6,2
118032,建龙转债,2027-03-08,2029-03-07,2023-09-14,2029-03-07,2023-03-08,2029-03-08,6,0
118033,华特转债,2027-03-21,2029-03-20,2023-09-27,2029-03-20,2023-03-21,2029-03-21,6,0
118034,晶能转债,2027-04-20,2029-04-19,2023-10-26,2029-04-19,2023-04-20,2029-04-20,6,1
118035,国力转债,2027-06-12,2029-06-11,2023-12-18,2029-06-11,2023-06-12,2029-06-12,6,0
118036,力合转债,2027-06-28,2029-06-27,2024-01-04,2029-06-27,2023-06-28,2029-06-28,6,1
118037,上声转债,2027-07-06,2029-07-05,2024-01-12,2029-07-05,2023-07-06,2029-07-06,6,1
118038,金宏转债,2027-07-17,2029-07-16,2024-01-22,2029-07-16,2023-07-17,2029-07-17,6,1
118039,煜邦转债,2027-07-20,2029-07-19,2024-01-26,2029-07-19,2023-07-20,2029-07-20,6,0
118040,宏微转债,2027-07-25,2029-07-24,2024-01-31,2029-07-24,2023-07-25,2029-07-25,6,1
118041,星球转债,2027-07-31,2029-07-30,2024-02-05,2029-07-30,2023-07-31,2029-07-31,6,0
118042,奥维转债,2027-08-10,2029-08-09,2024-02-19,2029-08-09,2023-08-10,2029-08-10,6,0
118043,福立转债,2027-08-14,2026-02-10,2024-02-19,2026-02-10,2023-08-14,2026-02-11,2.4986,0
118044,赛特转债,2027-09-11,2029-09-10,2024-03-15,2029-09-10,2023-09-11,2029-09-11,6,1
118045,盟升转债,2027-09-12,2026-03-23,2024-03-18,2026-03-23,2023-09-12,2026-03-24,2.5315,2
118046,诺泰转债,2027-12-15,2025-04-24,2024-06-21,2025-04-24,2023-12-15,2025-04-25,1.3616,0
118048,利扬转债,2028-07-02,2026-03-30,2025-01-08,2026-03-30,2024-07-02,2026-03-31,1.7452,0
