bond_code,bond_name,putback_start,putback_end,convert_start,convert_end,value_date,expire_date,bond_period,hist_adj_count
128027,崇达转债,2021-12-15,2019-10-23,2018-06-21,2019-10-23,2017-12-15,2019-10-24,1.8575,0
128028,赣锋转债,2021-12-21,2021-03-07,2018-06-27,2021-03-05,2017-12-21,2021-03-08,3.2137,0
128029,太阳转债,2020-12-22,2022-12-21,2018-06-28,2022-12-22,2017-12-22,2022-12-22,5,0
128030,天康转债,2021-12-22,2023-12-21,2018-06-28,2023-12-22,2017-12-22,2023-12-22,6,0
128031,巨轮转债,2009-01-08,2009-08-27,2007-07-09,2009-08-27,2007-01-08,2009-08-28,2.6356,0
128032,双环转债,2021-12-25,2021-07-27,2018-06-29,2021-07-27,2017-12-25,2021-07-28,3.5918,0
128033,迪龙转债,2021-12-27,2023-12-26,2018-07-03,2023-12-27,2017-12-27,2023-12-27,6,1
128034,江银转债,2022-01-26,2024-01-25,2018-08-01,2024-01-26,2018-01-26,2024-01-26,6,2
128035,大族转债,2022-02-06,2024-02-05,2018-08-13,2024-02-06,2018-02-06,2024-02-06,6,0
128036,金农转债,2022-03-09,2024-03-08,2018-09-17,2024-03-08,2018-03-09,2024-03-09,6,0
128037,岩土转债,2022-03-15,2024-03-14,2018-09-21,2024-03-15,2018-03-15,2024-03-15,6,3
128038,利欧转债,2022-03-22,2020-03-30,2018-09-28,2020-03-30,2018-03-22,2020-03-31,2.0274,1
128039,三力转债,2022-06-08,2024-06-07,2018-12-14,2024-06-07,2018-06-08,2024-06-08,6,1
128040,华通转债,2022-06-14,2023-02-28,2018-12-21,2023-02-28,2018-06-14,2023-03-01,4.7151,0
128041,盛路转债,2022-07-17,2024-07-16,2019-01-23,2024-07-16,2018-07-17,2024-07-17,6,1
128042,凯中转债,2022-07-30,2024-07-29,2019-02-11,2024-07-30,2018-07-30,2024-07-30,6,1
128043,东音转债,2022-08-02,2020-11-02,2019-02-11,2020-11-02,2018-08-02,2020-11-03,2.2575,1
128044,岭南转债,2022-08-14,2024-08-13,2019-02-20,2024-08-14,2018-08-14,2024-08-14,6,5
128045,机电转债,2022-08-27,2020-09-10,2019-02-28,2020-09-10,2018-08-27,2020-09-11,2.0438,0
128046,利尔转债,2022-10-17,2022-11-03,2019-04-23,2022-11-03,2018-10-17,2022-11-04,4.0521,0
128047,光电转债,2022-11-05,2019-10-29,2019-05-09,2019-10-29,2018-11-05,2019-10-30,0.9836,0
128048,张行转债,2022-11-12,2024-11-11,2019-05-16,2024-11-12,2018-11-12,2024-11-12,6,0
128049,华源转债,2022-11-27,2024-11-26,2019-06-03,2024-11-27,2018-11-27,2024-11-27,6,0
128050,钧达转债,2022-12-10,2022-01-27,2019-06-14,2022-01-27,2018-12-10,2022-01-28,3.137,1
128051,光华转债,2022-12-14,2021-09-07,2019-06-21,2021-09-07,2018-12-14,2021-09-08,2.737,1
128052,凯龙转债,2022-12-21,2021-03-23,2019-06-27,2021-03-23,2018-12-21,2021-03-24,2.2575,0
128053,尚荣转债,2023-02-14,2025-02-13,2019-08-21,2025-02-14,2019-02-14,2025-02-14,6,0
128054,中宠转债,2023-02-15,2020-07-14,2019-08-22,2020-07-14,2019-02-15,2020-07-15,1.4137,0
128055,长青转2,2023-02-27,2020-04-16,2019-09-05,2020-04-16,2019-02-27,2020-04-17,1.137,0
128056,今飞转债,2023-02-28,2025-02-27,2019-09-06,2025-02-28,2019-02-28,2025-02-28,6,2
128057,博彦转债,2023-03-05,2021-11-29,2019-09-11,2021-11-29,2019-03-05,2021-11-30,2.7425,0
128058,拓邦转债,2023-03-07,2020-11-25,2019-09-16,2020-11-25,2019-03-07,2020-11-26,1.726,0
128059,视源转债,2023-03-11,2020-08-30,2019-09-16,2020-08-28,2019-03-11,2020-08-31,1.4767,0
128060,中装转债,2023-03-26,2020-03-19,2019-10-08,2020-03-19,2019-03-26,2020-03-20,0.9863,0
128061,启明转债,2023-03-27,2020-03-17,2019-10-08,2020-03-17,2019-03-27,2020-03-18,0.9781,0
128062,亚药转债,2023-04-02,2025-04-01,2019-10-09,2025-04-02,2019-04-02,2025-04-02,6,4
128063,未来转债,2024-04-03,2024-12-25,2019-10-11,2024-12-25,2019-04-03,2024-12-26,5.737,3
128064,司尔转债,2023-04-08,2021-08-24,2019-10-14,2021-08-24,2019-04-08,2021-08-25,2.3836,0
128065,雅化转债,2023-04-16,2021-03-01,2019-10-22,2021-03-01,2019-04-16,2021-03-02,1.8795,0
128066,亚泰转债,2023-04-17,2025-04-16,2019-10-23,2025-04-17,2019-04-17,2025-04-17,6,1
128067,一心转债,2023-04-19,2020-11-02,2019-10-25,2020-11-02,2019-04-19,2020-11-03,1.5425,0
128068,和而转债,2023-06-04,2020-02-19,2019-12-11,2020-02-19,2019-06-04,2020-02-20,0.7151,0
128069,华森转债,2023-06-24,2022-12-15,2019-12-30,2022-12-15,2019-06-24,2022-12-16,3.4795,0
128070,智能转债,2023-07-02,2025-07-01,2020-01-08,2025-07-02,2019-07-02,2025-07-02,6,1
128071,合兴转债,2023-08-16,2025-08-15,2020-02-24,2025-08-15,2019-08-16,2025-08-16,6,1
128072,翔鹭转债,2023-08-20,2025-04-16,2020-02-26,2025-04-16,2019-08-20,2025-04-17,5.663,2
128073,哈尔转债,2022-08-22,2022-11-01,2020-02-28,2022-11-01,2019-08-22,2022-11-02,3.2,0
128074,游族转债,2023-09-23,2025-08-27,2020-03-27,2025-08-27,2019-09-23,2025-08-28,5.9342,1
128075,远东转债,2023-09-23,2023-11-09,2020-03-27,2023-11-09,2019-09-23,2023-11-10,4.1342,0
128076,金轮转债,2023-10-14,2025-10-13,2020-04-20,2025-10-14,2019-10-14,2025-10-14,6,0
128077,华夏转债,2023-10-16,2020-07-28,2020-04-22,2020-07-28,2019-10-16,2020-07-29,0.7863,0
128078,太极转债,2023-10-21,2023-04-20,2020-04-27,2023-04-20,2019-10-21,2023-04-21,3.5014,0
128079,英联转债,2023-10-21,2023-08-09,2020-04-27,2023-08-09,2019-10-21,2023-08-10,3.8055,0
128080,顺丰转债,2023-11-18,2020-08-03,2020-05-22,2020-08-03,2019-11-18,2020-08-04,0.7123,0
128081,海亮转债,2023-11-21,2025-09-28,2020-05-27,2025-09-26,2019-11-21,2025-09-29,5.8603,0
128082,华锋转债,2023-12-04,2025-07-21,2020-06-10,2025-07-21,2019-12-04,2025-07-22,5.6356,3
128083,新北转债,2023-12-12,2024-12-26,2020-06-18,2024-12-26,2019-12-12,2024-12-27,5.0466,2
128084,木森转债,2023-12-16,2020-09-10,2020-06-22,2020-09-10,2019-12-16,2020-09-11,0.7397,0
128085,鸿达转债,2023-12-16,2025-12-15,2020-06-22,2025-12-16,2019-12-16,2025-12-16,6,0
128086,国轩转债,2023-12-17,2020-08-27,2020-06-23,2020-08-27,2019-12-17,2020-08-28,0.6967,0
128087,孚日转债,2023-12-17,2024-12-04,2020-06-23,2024-12-04,2019-12-17,2024-12-05,4.9726,1
128088,深南转债,2023-12-24,2020-09-02,2020-06-30,2020-09-02,2019-12-24,2020-09-03,0.6959,0
128089,麦米转债,2023-12-26,2020-09-01,2020-07-02,2020-09-01,2019-12-26,2020-09-02,0.6877,0
128090,汽模转2,2023-12-27,2024-12-18,2020-07-03,2024-12-18,2019-12-27,2024-12-19,4.9836,0
128091,新天转债,2023-12-30,2024-12-05,2020-07-06,2024-12-05,2019-12-30,2024-12-06,4.9397,0
128092,唐人转债,2023-12-30,2020-10-11,2020-07-06,2020-10-09,2019-12-30,2020-10-12,0.7862,0
128093,百川转债,2024-01-03,2022-03-01,2020-07-09,2022-03-01,2020-01-03,2022-03-02,2.1616,0
128094,星帅转债,2024-01-16,2022-02-24,2020-07-22,2022-02-24,2020-01-16,2022-02-25,2.1096,0
128095,恩捷转债,2024-02-11,2025-10-30,2020-08-17,2025-10-30,2020-02-11,2025-10-31,5.7233,1
128096,奥瑞转债,2024-02-11,2022-02-28,2020-08-17,2022-02-28,2020-02-11,2022-03-01,2.0521,0
128097,奥佳转债,2024-02-25,2026-02-24,2020-09-02,2026-02-25,2020-02-25,2026-02-25,6,0
128098,康弘转债,2024-03-05,2020-11-22,2020-09-11,2020-11-20,2020-03-05,2020-11-23,0.7205,0
128099,永高转债,2024-03-11,2020-11-18,2020-09-17,2020-11-18,2020-03-11,2020-11-19,0.6932,0
128100,搜特转债,2024-03-12,2026-03-11,2020-09-18,2026-03-12,2020-03-12,2026-03-12,6,2
128101,联创转债,2024-03-16,2026-03-15,2020-09-21,2026-03-16,2020-03-16,2026-03-16,6,2
128102,海大转债,2025-03-19,2020-12-22,2020-09-25,2020-12-22,2020-03-19,2020-12-23,0.7644,0
128103,同德转债,2024-03-26,2022-03-01,2020-10-09,2022-03-01,2020-03-26,2022-03-02,1.9342,0
128104,裕同转债,2024-04-07,2021-01-04,2020-10-13,2021-01-04,2020-04-07,2021-01-05,0.7452,0
128105,长集转债,2024-04-09,2025-11-03,2020-10-15,2025-11-03,2020-04-09,2025-11-04,5.5753,2
128106,华统转债,2024-04-10,2024-12-10,2020-10-16,2024-12-10,2020-04-10,2024-12-11,4.674,0
128107,交科转债,2024-04-22,2022-07-07,2020-10-28,2022-07-07,2020-04-22,2022-07-08,2.211,0
128108,蓝帆转债,2025-05-28,2026-05-27,2020-12-03,2026-05-27,2020-05-28,2026-05-28,6,8
128109,楚江转债,2024-06-04,2025-08-13,2020-12-10,2025-08-13,2020-06-04,2025-08-14,5.1973,1
128110,永兴转债,2024-06-09,2021-02-22,2020-12-15,2021-02-22,2020-06-09,2021-02-23,0.7096,0
128111,中矿转债,2024-06-11,2023-11-08,2020-12-17,2023-11-08,2020-06-11,2023-11-09,3.4137,0
128112,歌尔转2,2024-06-12,2021-03-02,2020-12-18,2021-03-02,2020-06-12,2021-03-03,0.7233,0
128113,比音转债,2024-06-15,2022-02-22,2020-12-21,2022-02-22,2020-06-15,2022-02-23,1.6932,0
128114,正邦转债,2024-06-17,2023-07-19,2020-12-23,2023-08-18,2020-06-17,2023-07-20,3.0904,4
128115,巨星转债,2024-06-24,2021-02-23,2021-01-04,2021-02-23,2020-06-24,2021-02-24,0.6712,0
128116,瑞达转债,2024-06-29,2026-01-18,2021-01-04,2026-01-16,2020-06-29,2026-01-19,5.5616,1
128117,道恩转债,2024-07-02,2025-05-12,2021-01-08,2025-05-12,2020-07-02,2025-05-13,4.8658,1
128118,瀛通转债,2024-07-02,2024-12-18,2021-01-08,2024-12-18,2020-07-02,2024-12-19,4.4685,1
128119,龙大转债,2024-07-13,2026-07-12,2021-01-18,2026-07-12,2020-07-13,2026-07-13,6,1
128120,联诚转债,2024-07-17,2025-08-17,2021-01-25,2025-08-15,2020-07-17,2025-08-18,5.0904,1
128121,宏川转债,2024-07-17,2026-07-16,2021-01-25,2026-07-16,2020-07-17,2026-07-17,6,2
128122,兴森转债,2024-07-23,2025-07-22,2021-01-29,2025-07-22,2020-07-23,2025-07-23,5,0
128123,国光转债,2024-07-27,2024-07-07,2021-02-01,2024-07-05,2020-07-27,2024-07-08,3.9507,0
128124,科华转债,2024-07-28,2026-07-27,2021-02-03,2026-07-27,2020-07-28,2026-07-28,6,0
128125,华阳转债,2024-07-30,2026-07-29,2021-02-05,2026-07-29,2020-07-30,2026-07-30,6,2
128126,赣锋转2,2024-08-06,2021-05-11,2021-02-18,2021-05-11,2020-08-06,2021-05-12,0.7644,0
128127,文科转债,2024-08-20,2026-08-19,2021-03-01,2026-08-19,2020-08-20,2026-08-20,6,1
128128,齐翔转2,2024-08-20,2026-08-19,2021-02-26,2026-08-19,2020-08-20,2026-08-20,6,0
128129,青农转债,2024-08-25,2026-08-24,2021-03-01,2026-08-24,2020-08-25,2026-08-25,6,1
128130,景兴转债,2024-08-31,2025-10-22,2021-03-04,2025-10-22,2020-08-31,2025-10-23,5.1479,0
128131,崇达转2,2024-09-07,2025-09-16,2021-03-11,2025-09-16,2020-09-07,2025-09-17,5.0301,1
128132,交建转债,2024-09-15,2025-09-22,2021-03-22,2025-09-22,2020-09-15,2025-09-23,5.0247,2
128133,奇正转债,2024-09-22,2025-09-02,2021-03-29,2025-09-02,2020-09-22,2025-09-03,4.9507,3
128134,鸿路转债,2024-10-09,2026-10-08,2021-04-15,2026-10-08,2020-10-09,2026-10-09,6,1
128135,洽洽转债,2024-10-20,2026-10-19,2021-04-26,2026-10-19,2020-10-20,2026-10-20,6,0
128136,立讯转债,2024-11-03,2026-11-02,2021-05-10,2026-11-02,2020-11-03,2026-11-03,6,0
128137,洁美转债,2024-11-04,2026-11-03,2021-05-10,2026-11-03,2020-11-04,2026-11-04,6,0
128138,侨银转债,2024-11-17,2026-11-16,2021-05-24,2026-11-16,2020-11-17,2026-11-17,6,2
128139,祥鑫转债,2024-12-01,2022-08-18,2021-06-07,2022-08-18,2020-12-01,2022-08-19,1.7151,1
128140,润建转债,2024-12-07,2023-08-21,2021-06-15,2023-08-21,2020-12-07,2023-08-22,2.7068,0
128141,旺能转债,2024-12-17,2026-12-16,2021-06-23,2026-12-16,2020-12-17,2026-12-17,6,0
128142,新乳转债,2024-12-18,2026-12-17,2021-06-24,2026-12-17,2020-12-18,2026-12-18,6,0
128143,锋龙转债,2025-01-08,2025-03-04,2021-07-14,2025-03-04,2021-01-08,2025-03-05,4.1562,0
128144,利民转债,2025-03-01,2025-12-25,2021-09-06,2025-12-25,2021-03-01,2025-12-26,4.8247,2
128145,日丰转债,2025-03-22,2023-03-01,2021-09-27,2023-03-01,2021-03-22,2023-03-02,1.9452,0
128233,塔牌转债,2013-08-26,2011-05-30,2011-03-01,2011-05-30,2010-08-26,2011-05-31,0.7616,0
129031,巨轮转2,2014-07-19,2013-06-05,2012-01-30,2013-06-06,2011-07-19,2013-06-06,1.8795,1
132001,14宝钢EB,2015-12-10,2017-12-10,2015-12-14,2017-12-11,2014-12-10,2017-12-11,3,0
132002,15天集EB,2018-06-08,2018-10-29,2016-06-08,2018-10-23,2015-06-08,2018-10-30,3.3973,0
132003,15清控EB,2018-04-26,2018-10-25,2016-10-26,2018-10-25,2015-10-26,2018-10-26,3,0
132004,15国盛EB,2019-11-05,2021-11-04,2016-11-07,2021-11-04,2015-11-05,2021-11-05,6,3
132005,15国资EB,2018-12-08,2020-12-07,2016-12-08,2020-12-07,2015-12-08,2020-12-08,5,0
132006,16皖新EB,2020-06-23,2021-06-22,2017-06-23,2021-06-22,2016-06-23,2021-06-23,5,0
132007,16凤凰EB,2021-05-04,2021-10-30,2017-10-31,2021-10-29,2016-10-31,2021-10-31,5,0
132008,17山高EB,2020-04-24,2022-04-23,2018-04-26,2022-04-22,2017-04-24,2022-04-24,5,0
132009,17中油EB,2021-07-13,2022-07-12,2018-07-18,2022-07-12,2017-07-13,2022-07-13,5,0
132010,17桐昆EB,2020-02-05,2019-06-10,2018-08-03,2019-06-10,2017-08-03,2019-06-11,1.8548,0
132011,17浙报EB,2022-05-17,2022-08-16,2018-08-17,2022-08-16,2017-08-17,2022-08-17,5,0
132012,17巨化EB,2020-03-04,2020-09-03,2018-09-04,2020-09-03,2017-09-04,2020-09-04,3,0
132013,17宝武EB,2018-11-24,2020-11-23,2018-11-29,2020-11-23,2017-11-24,2020-11-24,3,0
132014,18中化EB,2022-04-24,2023-04-23,2019-04-25,2023-04-21,2018-04-24,2023-04-24,5,0
132015,18中油EB,2022-02-01,2023-01-31,2019-02-11,2023-02-01,2018-02-01,2023-02-01,5,0
132016,19东创EB,2021-12-26,2022-03-25,2020-03-27,2022-03-28,2019-03-26,2022-03-26,3,0
132017,19新钢EB,2021-04-18,2022-04-14,2020-04-22,2022-04-15,2019-04-18,2022-04-15,3,0
132018,G三峡EB1,2023-04-09,2024-04-08,2020-04-13,2024-04-08,2019-04-09,2024-04-09,5,0
132020,19蓝星EB,2023-10-18,2024-10-17,2020-10-21,2024-10-17,2019-10-18,2024-10-18,5,0
132021,19中电EB,2022-05-28,2022-11-26,2020-11-27,2022-11-25,2019-11-27,2022-11-27,3,0
132022,20广版EB,2022-11-01,2023-04-29,2021-05-06,2023-04-28,2020-04-30,2023-04-30,3,0
132026,G三峡EB2,2026-06-01,2027-05-31,2023-06-02,2027-06-01,2022-06-01,2027-06-01,5,0
137000,21恒力EB,2023-12-09,2024-06-08,2021-12-09,2024-06-07,2021-06-09,2024-06-09,3,0
137001,15美克EB,2018-06-08,2018-12-07,2016-06-20,2018-12-07,2015-12-08,2018-12-08,3,1
137002,15新钢EB,2016-12-24,2018-12-23,2016-06-27,2018-12-24,2015-12-24,2018-12-24,3,0
137003,15首旅EB,2016-12-23,2018-12-22,2016-06-23,2018-12-24,2015-12-23,2018-12-23,3,0
137004,16美克EB,2018-07-19,2019-01-14,2016-07-20,2019-01-14,2016-01-15,2019-01-15,3,1
137005,16永泰EB,2016-08-04,2018-02-01,2016-08-04,2018-02-02,2016-02-02,2018-02-02,2,0
137006,16三一EB,2016-07-04,2019-03-19,2017-01-06,2019-03-19,2016-07-04,2019-03-20,2.7096,0
137007,16赣电EB,2017-07-15,2017-10-19,2017-01-16,2019-07-15,2016-07-15,2017-10-20,1.2658,0
137008,16远01EB,2018-07-29,2019-07-28,2017-02-03,2019-07-29,2016-07-29,2019-07-29,3,3
137009,16远02EB,2018-07-29,2019-07-28,2017-02-03,2019-07-29,2016-07-29,2019-07-29,3,3
137011,16三鼎EB,2017-02-20,2018-08-18,2017-02-20,2018-08-20,2016-08-19,2018-08-19,2,0
137012,16体EB01,2017-08-25,2019-08-24,2017-02-27,2019-08-26,2016-08-25,2019-08-25,3,4
137013,16体EB02,2017-09-02,2019-09-01,2019-02-25,2019-09-02,2016-09-02,2019-09-02,3,3
137014,16华易EB,2019-03-23,2019-09-22,2017-04-12,2019-09-19,2016-09-23,2019-09-23,3,1
137015,16包集EB,2017-09-27,2019-09-26,2017-09-27,2019-09-26,2016-09-27,2019-09-27,3,0
137016,中珠01EB,2018-03-30,2018-09-10,2017-10-09,2018-09-06,2016-09-30,2018-09-11,1.9479,2
137017,三一02EB,2016-10-13,2019-03-19,2017-04-17,2019-03-19,2016-10-13,2019-03-20,2.4329,0
137018,华易02EB,2019-05-09,2019-09-10,2017-05-09,2019-09-11,2016-11-09,2019-09-11,2.8411,1
137019,16莱钢EB,2017-11-17,2019-11-16,2017-05-17,2019-11-18,2016-11-17,2019-11-17,3,1
137020,华易03EB,2019-05-17,2019-09-26,2017-05-17,2019-11-18,2016-11-17,2019-09-27,2.8603,1
137021,16恒屹EB,,2017-11-23,2017-05-31,2017-11-24,2016-11-28,2017-11-24,0.989,0
137022,华易04EB,2019-06-16,2019-09-26,2017-06-16,2019-12-16,2016-12-16,2019-09-27,2.7808,1
137023,17堆龙EB,,2017-12-24,2017-07-24,2019-01-16,2017-01-23,2017-12-25,0.9205,0
137024,17兖01EB,,2018-04-03,2017-10-23,2018-04-03,2017-04-21,2018-04-04,0.9534,0
137025,17塔城EB,2020-01-19,2020-04-13,2017-10-19,2020-04-14,2017-04-19,2020-04-14,2.989,2
137026,17豪园EB,2020-01-19,2020-02-13,2018-05-15,2020-04-18,2017-04-19,2020-02-14,2.8247,2
137027,17蛟龙EB,2018-05-22,2020-12-17,2020-03-26,2020-12-18,2017-05-22,2020-12-18,3.5871,1
137028,17新华EB,2020-02-22,2020-02-23,2018-01-23,2020-02-21,2017-05-22,2020-02-24,2.7616,0
137029,17盛EB01,2020-03-08,2019-06-09,2018-07-30,2020-06-05,2017-06-08,2019-06-10,2,0
137030,17华夏EB,2019-12-23,2020-06-22,2017-12-25,2020-06-23,2017-06-23,2020-06-23,3,0
137031,17盛EB02,2020-05-01,2020-06-08,2018-08-01,2020-07-31,2017-08-01,2020-06-09,2.8575,0
137032,17阳煤EB,2019-07-19,2021-09-29,2018-01-22,2021-09-29,2017-07-19,2021-09-30,4.2027,0
137033,17华虹EB,2019-07-27,2019-08-26,2018-02-12,2020-07-24,2017-07-27,2019-08-27,2.0849,0
137034,17建发EB,2019-02-02,2019-05-23,2018-02-02,2019-08-01,2017-08-01,2019-05-24,1.811,0
137035,17华西EB,2019-08-04,2021-08-03,2019-08-05,2021-08-03,2017-08-04,2021-08-04,4,1
137036,17日升EB,2019-08-17,2018-06-05,2018-02-22,2018-06-06,2017-08-17,2018-06-06,0.8027,0
137037,17旗滨EB,2020-02-25,2020-07-02,2018-02-28,2020-08-18,2017-08-25,2020-07-03,2.8575,0
137038,17中兵EB,2018-08-30,2020-08-29,2018-03-05,2020-08-25,2017-08-30,2020-08-30,3,1
137039,17顺01EB,2020-02-25,2020-08-24,2019-04-29,2020-08-21,2017-08-25,2020-08-25,3,1
137040,17顺02EB,2021-02-26,2021-07-25,2020-04-29,2021-08-23,2017-08-25,2021-07-26,3.9205,2
137041,17百EB01,2019-04-02,2021-09-06,2019-04-02,2021-09-07,2017-09-07,2021-09-07,4,0
137042,17湘电EB,2017-09-13,2020-06-21,2018-03-14,2020-09-14,2017-09-13,2020-06-22,2.7753,1
137043,17兖02EB,2018-09-25,2020-09-24,2018-03-26,2020-09-24,2017-09-25,2020-09-25,3,0
137044,17百02EB,2019-09-26,2021-09-25,2019-04-02,2021-09-26,2017-09-26,2021-09-26,4,0
137045,17百03EB,2017-10-23,2020-06-10,2019-04-02,2021-10-23,2017-10-23,2020-06-11,2.6356,0
137046,17交大EB,,2018-05-23,2018-04-25,2019-04-24,2017-10-24,2018-05-24,0.5808,0
137047,17中交EB,2020-05-10,2020-11-09,2018-05-15,2020-11-10,2017-11-10,2020-11-10,3,1
137048,17康01EB,2020-05-06,2023-11-05,2018-07-02,2023-04-28,2017-11-06,2023-11-06,6,2
137049,17版01EB,2020-05-28,2020-11-27,2018-05-30,2020-11-28,2017-11-28,2020-11-28,3,0
137050,17康02EB,2020-05-29,2023-11-28,2018-07-02,2023-04-28,2017-11-29,2023-11-29,6,2
137051,17正集EB,2020-06-06,2020-12-05,2018-09-06,2020-12-04,2017-12-06,2020-12-06,3,0
137052,17双鸽EB,2020-06-07,2018-04-17,2018-06-08,2020-12-07,2017-12-07,2018-04-18,0.3616,0
137053,17云投EB,2018-12-27,2020-12-26,2019-01-02,2020-12-25,2017-12-27,2020-12-27,3,0
137055,17郑瑞EB,2020-09-29,2020-12-28,2018-07-02,2020-12-29,2017-12-29,2020-12-29,3,2
137056,18豫01EB,2020-10-16,2020-11-01,2018-09-17,2021-01-15,2018-01-16,2020-11-02,2.7945,1
137057,18伊力EB,2020-07-22,2020-08-09,2018-08-20,2021-01-22,2018-01-22,2020-08-10,2.5507,2
137058,18红豆EB,2020-07-25,2021-01-24,2018-07-30,2021-01-25,2018-01-25,2021-01-25,3,1
137059,18浙能EB,2019-01-25,2021-01-24,2018-07-30,2021-01-25,2018-01-25,2021-01-25,3,0
137060,18广EB01,2020-08-08,2021-02-07,2019-02-11,2021-02-08,2018-02-08,2021-02-08,3,3
137061,18和安EB,2022-02-02,2024-02-01,2021-02-03,2024-02-01,2018-02-02,2024-02-02,6,0
137062,18豫02EB,2020-12-20,2020-11-01,2018-09-21,2021-03-20,2018-03-20,2020-11-02,2.6192,1
137063,18兖01EB,2019-04-04,2021-04-03,2018-10-08,2021-04-04,2018-04-04,2021-04-04,3,0
137064,18宇通EB,2022-09-22,2019-12-26,2018-09-25,2019-12-26,2018-03-22,2019-12-27,1.7671,0
137065,18立业EB,2019-09-29,2021-03-28,2019-09-30,2021-03-29,2018-03-29,2021-03-29,3,0
137066,18道森EB,2020-10-26,2018-11-12,2018-12-11,2021-04-26,2018-04-26,2018-11-13,0.5507,0
137067,18大冷EB,2019-07-30,2021-07-29,2019-01-30,2021-07-29,2018-07-30,2021-07-30,3,0
137069,18广01EB,2021-04-22,2021-06-09,2019-04-22,2021-10-19,2018-10-22,2021-06-10,2.6356,3
137070,18红星EB,2021-10-30,2020-10-29,2021-02-01,2022-10-29,2018-10-30,2020-10-30,2,0
137071,18广02EB,2021-06-19,2021-08-11,2019-06-19,2021-12-15,2018-12-19,2021-08-12,2.6493,1
137072,18美克EB,2021-06-26,2020-12-29,2019-06-27,2021-12-25,2018-12-26,2020-12-30,2.0137,0
137073,19美克EB,2021-07-29,2020-12-24,2019-07-30,2022-01-28,2019-01-29,2020-12-25,1.9068,0
137074,19中01EB,2019-07-30,2022-01-10,2019-08-13,2022-01-11,2019-01-30,2022-01-11,2.9507,5
137075,19美02EB,2021-08-28,2020-12-24,2019-08-29,2022-02-27,2019-02-28,2020-12-25,1.8247,0
137076,19美03EB,2021-08-28,2020-08-02,2019-08-29,2020-08-03,2019-02-28,2020-08-03,1.4301,0
137077,19方钢EB,2021-10-29,2022-04-28,2019-10-29,2022-04-25,2019-04-29,2022-04-29,3,0
137078,19新华EB,2021-10-30,2020-02-02,2019-10-31,2020-02-03,2019-04-30,2020-02-03,0.7644,1
137079,19红01EB,2021-05-14,2023-06-18,2021-01-18,2023-06-16,2019-05-14,2023-06-19,4.1014,1
137080,19美04EB,2021-11-10,2022-05-09,2019-11-11,2022-05-09,2019-05-10,2022-05-10,3,0
137081,19联众EB,2021-06-11,2022-06-10,2019-12-12,2022-06-10,2019-06-11,2022-06-11,3,0
137082,19嘉EB01,2021-12-11,2021-09-16,2019-12-11,2022-06-13,2019-06-11,2021-09-17,2.2712,2
137083,19德华EB,2021-01-03,2020-11-08,2020-01-06,2021-07-02,2019-07-03,2020-11-09,1.3562,0
137085,19嘉EB02,2022-01-23,2022-07-22,2020-01-23,2022-07-22,2019-07-23,2022-07-23,3,2
137087,19新控EB,2022-03-05,2020-03-09,2020-03-05,2022-09-05,2019-09-05,2020-03-10,0.5123,1
137088,19YG01EB,,2020-06-11,2020-03-06,2020-06-12,2019-09-06,2020-06-12,0.7671,0
137089,19楚EB01,2020-03-30,2022-09-15,2020-04-23,2022-09-15,2019-09-30,2022-09-16,2.9644,2
137090,19YG02EB,2022-03-30,2020-07-12,2020-03-30,2020-07-13,2019-09-30,2020-07-13,0.7863,0
137091,19楚EB02,2020-04-16,2022-10-15,2020-04-23,2022-10-12,2019-10-16,2022-10-16,3,2
137092,19YG03EB,2022-04-30,2020-05-27,2020-04-30,2020-05-28,2019-10-31,2020-05-28,0.5753,0
137093,19九01EB,2023-05-15,2020-05-25,2020-05-15,2020-05-26,2019-11-15,2020-05-26,0.5288,0
137094,19百业EB,2022-06-12,2020-11-22,2020-05-13,2022-12-12,2019-12-12,2020-11-23,0.9507,0
137095,19安图EB,2021-12-24,2020-07-30,2020-06-29,2020-07-30,2019-12-24,2020-07-31,0.6027,0
137096,19九02EB,2022-06-25,2020-07-02,2020-06-29,2022-12-23,2019-12-25,2020-07-03,0.5233,0
137097,19中02EB,2020-06-29,2022-12-20,2020-06-29,2022-12-21,2019-12-24,2022-12-21,2.9945,4
137098,20国资EB,2022-07-21,2020-09-20,2020-07-22,2020-09-21,2020-01-21,2020-09-21,0.6685,0
137099,20电气EB,2022-08-03,2023-02-02,2020-08-03,2023-02-02,2020-02-03,2023-02-03,3,0
137100,20康EB01,2022-09-30,2020-11-29,2020-09-30,2023-03-30,2020-03-30,2020-11-30,0.6712,0
137101,20顾家EB,2022-01-22,2020-11-16,2020-07-24,2020-11-17,2020-01-22,2020-11-17,0.8219,1
137102,20华夏EB,2024-03-26,2026-03-25,2021-02-10,2023-03-24,2020-03-26,2026-03-26,6,3
137103,21康EB03,2023-10-26,2021-12-22,2021-10-26,2021-12-23,2021-04-26,2021-12-23,0.6603,0
137104,20卧龙EB,2022-05-08,2021-11-07,2020-11-11,2021-11-08,2020-05-08,2021-11-08,1.5041,0
137105,20盛01EB,2022-08-20,2021-11-18,2020-11-23,2021-11-19,2020-05-19,2021-11-19,1.5041,2
137106,20诚控EB,2021-05-27,2023-05-26,2020-11-30,2023-05-26,2020-05-27,2023-05-27,3,0
